6.70314	3.44496	6.6098	6.77647	4.7379	4.05478	5.35706	6.8436	4.89012	3.76581	4.70503	3.04514	5.97327	5.78033	2.27425	3.11628	2.61472	2.23722	5.58538	5.22744	6.00403	5.85669	6.01029	5.7609	2.90208	5.37469	6.27305	6.34773	5.19077	4.72807	4.12902	4.0222	3.50459	2.84121	8.97339
6.70314	3.44499	6.61058	6.79835	4.73794	4.58814	5.53868	6.92513	4.89012	3.76583	4.70503	3.04517	6.00725	6.09425	2.27425	3.11639	2.63475	2.23733	5.70441	5.23679	6.35749	5.85669	6.03671	5.97149	2.90208	5.41606	6.27305	6.34775	5.4409	4.87881	4.12902	4.0222	3.51863	2.84121	9.71949
6.70314	3.44506	6.61206	6.8342	4.73803	5.26061	5.75091	7.03587	4.89012	3.76587	4.70504	3.04522	6.05231	6.47045	2.27425	3.11658	2.68655	2.23752	5.85326	5.25467	6.73915	5.85669	6.07244	6.24567	2.90208	5.46723	6.27305	6.34781	5.7188	5.0613	4.12902	4.0222	3.53873	2.84121	10.5289
6.70314	3.44521	6.61477	6.89131	4.73821	6.08891	5.9951	7.18373	4.89012	3.76596	4.70504	3.04535	6.11126	6.91517	2.27425	3.11691	2.80993	2.23785	6.03683	5.28765	7.14458	5.85671	6.12	6.59355	2.90208	5.52976	6.27305	6.3481	6.02237	5.27985	4.12902	4.0222	3.56711	2.84121	11.3936
6.70315	3.44552	6.61961	6.97964	4.73854	7.08496	6.2716	7.37777	4.89012	3.76615	4.70506	3.0456	6.18736	7.43357	2.27425	3.11746	3.08029	2.23841	6.26005	5.34632	7.56789	5.85676	6.1823	7.02347	2.90208	5.60522	6.27305	6.34919	6.34813	5.53873	4.12902	4.0222	3.60663	2.84122	12.3024
6.70319	3.44613	6.62803	7.11234	4.73916	8.25343	6.57959	7.62801	4.89013	3.76652	4.70513	3.04612	6.28426	8.02929	2.27425	3.11836	3.62468	2.23935	6.52762	5.44691	8.00173	5.85697	6.26263	7.5405	2.90209	5.69513	6.27306	6.35299	6.6912	5.84201	4.12902	4.0222	3.66089	2.84125	13.2411
6.7034	3.44731	6.64229	7.30585	4.74028	9.58924	6.91684	7.94505	4.89016	3.76726	4.70538	3.04714	6.40594	8.70391	2.27425	3.11984	4.63003	2.2409	6.8437	5.61307	8.43754	5.85766	6.36456	8.14497	2.90211	5.80089	6.27306	6.36491	7.0453	6.19332	4.12902	4.02221	3.73434	2.84133	14.1929
6.70429	3.44953	6.66578	7.57969	4.74224	11.0755	7.27958	8.33954	4.89023	3.76869	4.70618	3.0491	6.55661	9.45642	2.27425	3.12221	6.3288	2.24341	7.21157	5.87741	8.86571	5.85979	6.49179	8.83105	2.90216	5.92366	6.27307	6.39869	7.40293	6.5956	4.12902	4.02222	3.83235	2.84159	15.1386
6.70769	3.45362	6.70345	7.95549	4.74563	12.6824	7.66242	8.82148	4.89038	3.77136	4.70862	3.05273	6.74056	10.2828	2.27425	3.12594	8.94624	2.24741	7.63321	6.28222	9.27592	5.86594	6.64797	9.58571	2.90226	6.0643	6.2731	6.48474	7.7555	7.0509	4.12902	4.02224	3.96127	2.84234	16.0569
6.71938	3.46092	6.76218	8.45534	4.75132	14.3664	8.0584	9.39933	4.89074	3.77625	4.71547	3.05928	6.9619	11.1756	2.27425	3.13171	12.6054	2.25368	8.10894	6.87855	9.65757	5.88245	6.83649	10.3882	2.90246	6.22319	6.27318	6.68183	8.09373	7.56003	4.12902	4.02229	4.12841	2.8444	16.9258
6.75549	3.4736	6.85124	9.0992	4.76069	16.0717	8.4591	10.0789	4.89151	3.78496	4.73319	3.07073	7.22436	12.1237	2.27425	3.14051	17.2107	2.26335	8.63705	7.72294	10.0002	5.92365	7.06012	11.2106	2.90287	6.40017	6.27338	7.08652	8.40796	8.12237	4.12902	4.0224	4.34195	2.84972	17.723
